# ITEM00012;Description;Tablename;Fieldname (WAMAS);Shortname (xml relevant);Datatype (WAMAS);Length (WAMAS);Decimalplaces (WAMAS);Mandatory;Foreignkey;Documentation;ERP relevant;Fieldname (SAP);Datatype (SAP);Length (SAP);Decimalplaces (SAP)
73;CSIA 15 registration;Item;IgItem.registrationModes.csia15;csiaIgRegistration15;E;14;0;;;Strategy for registration of the particular CSIA.;
74;CSIA 16 registration;Item;IgItem.registrationModes.csia16;csiaIgRegistration16;E;14;0;;;Strategy for registration of the particular CSIA.;
75;CSIA 17 registration;Item;IgItem.registrationModes.csia17;csiaIgRegistration17;E;14;0;;;Strategy for registration of the particular CSIA.;
76;CSIA 18 registration;Item;IgItem.registrationModes.csia18;csiaIgRegistration18;E;14;0;;;Strategy for registration of the particular CSIA.;
77;CSIA 19 registration;Item;IgItem.registrationModes.csia19;csiaIgRegistration19;E;14;0;;;Strategy for registration of the particular CSIA.;
78;CSIA 20 registration;Item;IgItem.registrationModes.csia20;csiaIgRegistration20;E;14;0;;;Strategy for registration of the particular CSIA.;
79;Automatic transfer of inbound delivery line to stock object;IgItem;transferIbdl;transferIbdl;B;1;0;;;Specifies if a given IBDL should be transfered to SO or not.;
80;Check remaining shelf life IG;IgItem;remLife.remLifeCheck;igRemLifeCheck;B;1;0;;;If set to true, the remaining life check is enabled.;
81;Min. remaining shelf life IG;IgItem;remLife.minRemLife.value;igMinRemLife;D;12;3;?;;Specifies the value (or amount) in the duration unit entered by the user.;
82;Min. remaining shelf life unit IG;IgItem;remLife.minRemLife.unit.id;igMinRemLifeUnit;S;5;0;?;X;Uniquely identifies the time unit.;
83;Max. remaining shelf life IG;IgItem;remLife.maxRemLife.value;igMaxRemLife;D;12;3;?;;Specifies the value (or amount) in the duration unit entered by the user.;
84;Max. remaining shelf life unit IG;IgItem;remLife.maxRemLife.unit.id;igMaxRemLifeUnit;S;5;0;?;X;Uniquely identifies the time unit.;
85;Monitoring kind IG;IgItem;mdm.monitoringKind;igItemMonitoringKind;E;30;0;;;The kind of how master data is monitored.;
86;Monitoring interval IG;IgItem;mdm.monInterval.value;igItemMonInterval;D;12;3;?;;Specifies the value (or amount) in the duration unit entered by the user.;
87;Monitoring interval unit IG;IgItem;mdm.monInterval.unit.id;igItemMonIntervalUnit;S;5;0;?;X;Uniquely identifies the time unit.;
88;Over-delivery allowed IG;IgItem;overDeliveryAllowed;igOverDeliveryAllowed;E;9;0;;;Specifies whether over-delivery is allowed for the specific Item.;
89;GTIN verification kind IG;IgItem;gdv.verKind;igGtinConrolIntKind;E;30;0;;;verification kind;
90;GTIN verification interval IG;IgItem;gdv.verInt.value;igGtinVerificationInt;D;12;3;?;;Specifies the value (or amount) in the duration unit entered by the user.;
91;GTIN verification interval unit IG;IgItem;gdv.verInt.unit.id;igGtinVerificationIntUnit;S;5;0;?;X;Uniquely identifies the time unit.;
92;Automatic conversion mode OG;OgItem;qtyFlags.autoConvMode;ogAutoConvMode;E;8;0;;;Sets whether the dual quantity will be automatically calculated when the base quantity is changed. This parameter is only used for in depended processes like stock corrections, inventory, partial amount transport and so on.- DisabledNo dual quantity is calculated. The user has to enter the dual quantity.- EnabledThe dual quantity is calculated and cannot be overwritten by the user.- EditableThe dual quantity is calculated and can be overwritten by the user.;
93;Editing remaining quantity allowed OG;OgItem;qtyFlags.editBaseQty;ogEditBaseQty;B;1;0;;;Allows user to edit the remaining quantity in base quantity units. If the base quantity unit and the warehouse quantity unit are the same, this setting is ignored. False Editing the remaining base quantity is not allowed. True Editing remaining base quantity is allowed.;
94;Editing remaining dual quantity allowed OG;OgItem;qtyFlags.editDualQty;ogEditDualQty;B;1;0;;;Allows user to edit the remaining quantity in dual quantity units. If the dual quantity unit and the dual warehouse quantity unit are the same, this setting is ignored. This parameter can only be configured for dual items. False Editing the remaining dual quantity is not allowed. True Editing the remaining dual quantity is allowed.;
95;Standard loading aid;IgItem;standard.loadAidId;loadAidId;S;10;0;;X;Unique identification of a loading aid (see LoadAid).;
96;BBD registration OG;OgItem;bbDateRegistration;ogBbDateRegistration;E;14;0;;;Strategy for registration of the best before date in the GUI.;
97;Batch registration OG;OgItem;batchRegistration;ogBatchRegistration;E;14;0;;;Strategy for registration of the batch in the GUI.;
98;Production date registration OG;OgItem;prodDateRegistration;ogProdDateRegistration;E;14;0;;;Strategy for registration of the production date in the GUI.;
99;CSIA 01 registration;Item;OgItem.registrationModes.csia01;csiaOgRegistration01;E;14;0;;;Strategy for registration of the particular CSIA.;
100;CSIA 02 registration;Item;OgItem.registrationModes.csia02;csiaOgRegistration02;E;14;0;;;Strategy for registration of the particular CSIA.;
101;CSIA 03 registration;Item;OgItem.registrationModes.csia03;csiaOgRegistration03;E;14;0;;;Strategy for registration of the particular CSIA.;
102;CSIA 04 registration;Item;OgItem.registrationModes.csia04;csiaOgRegistration04;E;14;0;;;Strategy for registration of the particular CSIA.;
103;CSIA 05 registration;Item;OgItem.registrationModes.csia05;csiaOgRegistration05;E;14;0;;;Strategy for registration of the particular CSIA.;
104;CSIA 06 registration;Item;OgItem.registrationModes.csia06;csiaOgRegistration06;E;14;0;;;Strategy for registration of the particular CSIA.;
105;CSIA 07 registration;Item;OgItem.registrationModes.csia07;csiaOgRegistration07;E;14;0;;;Strategy for registration of the particular CSIA.;
106;CSIA 08 registration;Item;OgItem.registrationModes.csia08;csiaOgRegistration08;E;14;0;;;Strategy for registration of the particular CSIA.;
